"surv_year","disease_week","species","pool_size","WNV","ctval","state"
2024,29,"Tarsalis",50,1,25.7,"Nebraska"
2024,29,"Tarsalis",50,1,27.8,"Nebraska"
2024,29,"Tarsalis",50,1,23.6,"Nebraska"
2024,29,"Tarsalis",50,1,37.6,"Nebraska"
2024,30,"Tarsalis",50,1,33.9,"Nebraska"
2024,30,"Tarsalis",43,1,30.9,"Nebraska"
2024,31,"Tarsalis",50,1,34.4,"Nebraska"
2024,31,"Tarsalis",50,1,38.8,"Nebraska"
2024,31,"Tarsalis",50,1,26.6,"Nebraska"
2024,31,"Tarsalis",50,1,25.3,"Nebraska"
2024,31,"Pipiens",35,1,23.2,"Nebraska"
2024,31,"Pipiens",50,1,28.6,"Nebraska"
2024,31,"Pipiens",31,1,27.3,"Nebraska"
2024,32,"Tarsalis",19,1,21.9,"Nebraska"
2024,32,"Tarsalis",50,1,28,"Nebraska"
2024,32,"Pipiens",20,1,22.1,"Nebraska"
2024,32,"Tarsalis",4,1,23,"Nebraska"
2024,32,"Tarsalis",49,1,22.5,"Nebraska"
2024,33,"Tarsalis",29,1,21.1,"Nebraska"
2024,33,"Pipiens",1,1,25.8,"Nebraska"
2024,33,"Tarsalis",50,1,32.2,"Nebraska"
2024,33,"Tarsalis",50,1,25.6,"Nebraska"
2024,33,"Tarsalis",50,1,30.9,"Nebraska"
2024,33,"Pipiens",40,1,34.3,"Nebraska"
2024,33,"Pipiens",50,1,19.8,"Nebraska"
2024,33,"Pipiens",50,1,21.4,"Nebraska"
2024,33,"Pipiens",12,1,22.38,"Nebraska"
2024,34,"Pipiens",4,1,18.7,"Nebraska"
2024,34,"Tarsalis",18,1,19.1,"Nebraska"
2024,34,"Tarsalis",22,1,22.3,"Nebraska"
2024,34,"Tarsalis",34,1,28.6,"Nebraska"
2024,34,"Tarsalis",16,1,20.5,"Nebraska"
2024,34,"Tarsalis",50,1,21.9,"Nebraska"
2024,34,"Pipiens",34,1,31.3,"Nebraska"
2024,34,"Tarsalis",50,1,35.1,"Nebraska"
2024,34,"Tarsalis",50,1,23.6,"Nebraska"
2024,34,"Pipiens",50,1,25.9,"Nebraska"
2024,34,"Pipiens",46,1,20.9,"Nebraska"
2024,34,"Pipiens",42,1,36.2,"Nebraska"
2024,34,"Tarsalis",50,1,21.5,"Nebraska"
2024,34,"Tarsalis",50,1,22.6,"Nebraska"
2024,34,"Tarsalis",50,1,23.1,"Nebraska"
2024,34,"Tarsalis",50,1,21.6,"Nebraska"
2024,34,"Tarsalis",47,1,23.1,"Nebraska"
2024,34,"Tarsalis",50,1,24.4,"Nebraska"
2024,35,"Tarsalis",44,1,27.3,"Nebraska"
2024,35,"Tarsalis",50,1,25.8,"Nebraska"
2024,35,"Tarsalis",50,1,30.3,"Nebraska"
2024,35,"Pipiens",50,1,23.1,"Nebraska"
2024,35,"Pipiens",50,1,31.2,"Nebraska"
2024,35,"Pipiens",41,1,23.5,"Nebraska"
2024,35,"Pipiens",50,1,32,"Nebraska"
2024,35,"Pipiens",50,1,34.4,"Nebraska"
2024,35,"Pipiens",50,1,23.4,"Nebraska"
2024,35,"Pipiens",26,1,31.6,"Nebraska"
2024,35,"Tarsalis",20,1,37.8,"Nebraska"
2024,35,"Pipiens",50,1,32.4,"Nebraska"
2024,35,"Pipiens",50,1,24.2,"Nebraska"
2024,35,"Pipiens",50,1,24.9,"Nebraska"
2024,35,"Pipiens",50,1,34.9,"Nebraska"
2024,35,"Pipiens",50,1,28.7,"Nebraska"
2024,35,"Pipiens",50,1,32.5,"Nebraska"
2024,35,"Pipiens",50,1,34.2,"Nebraska"
2024,35,"Pipiens",50,1,29.1,"Nebraska"
2024,35,"Pipiens",50,1,29.1,"Nebraska"
2024,36,"Tarsalis",1,1,37,"Nebraska"
2024,36,"Pipiens",21,1,36.5,"Nebraska"
2024,36,"Pipiens",50,1,20,"Nebraska"
2024,36,"Tarsalis",15,1,32,"Nebraska"
2024,36,"Tarsalis",9,1,21.9,"Nebraska"
2024,37,"Pipiens",1,1,36.8,"Nebraska"
2024,37,"Tarsalis",43,1,22,"Nebraska"
2024,37,"Pipiens",50,1,22.4,"Nebraska"
2024,37,"Pipiens",50,1,34.8,"Nebraska"
2024,37,"Pipiens",19,1,38.5,"Nebraska"
2024,37,"Pipiens",50,1,24.8,"Nebraska"
2024,37,"Pipiens",4,1,20.9,"Nebraska"
2024,38,"Pipiens",11,1,21.7,"Nebraska"
2024,38,"Pipiens",50,1,37.4,"Nebraska"
2024,39,"Pipiens",50,1,NA,"Nebraska"
2022,28,"Tarsalis",50,1,19.44936,"Colorado"
2022,28,"Tarsalis",50,1,25.92873,"Colorado"
2022,28,"Tarsalis",40,1,27.64229,"Colorado"
2022,28,"Pipiens",1,1,28.70375,"Colorado"
2022,29,"Tarsalis",50,1,22.51056,"Colorado"
2022,29,"Tarsalis",50,1,23.194,"Colorado"
2022,29,"Tarsalis",22,1,23.62772,"Colorado"
2022,29,"Tarsalis",50,1,24.08775,"Colorado"
2022,29,"Tarsalis",50,1,19.75624,"Colorado"
2022,29,"Tarsalis",25,1,20.1702,"Colorado"
2022,29,"Tarsalis",50,1,22.35035,"Colorado"
2022,30,"Tarsalis",26,1,17.3101,"Colorado"
2022,30,"Tarsalis",22,1,20.5066,"Colorado"
2022,30,"Pipiens",50,1,25.38768,"Colorado"
2022,30,"Tarsalis",50,1,26.7723,"Colorado"
2022,30,"Tarsalis",21,1,28.5007,"Colorado"
2022,30,"Tarsalis",50,1,22.74403,"Colorado"
2022,30,"Pipiens",2,1,28.93056,"Colorado"
2022,31,"Tarsalis",37,1,21.1923,"Colorado"
2022,31,"Tarsalis",50,1,26.73317,"Colorado"
2022,31,"Pipiens",14,1,19.25118,"Colorado"
2022,31,"Tarsalis",47,1,19.78884,"Colorado"
2022,31,"Pipiens",50,1,20.54836,"Colorado"
2022,31,"Tarsalis",42,1,20.8325,"Colorado"
2022,31,"Tarsalis",50,1,21.19548,"Colorado"
2022,31,"Tarsalis",50,1,22.23373,"Colorado"
2022,31,"Pipiens",27,1,22.47931,"Colorado"
2022,31,"Pipiens",15,1,32.99867,"Colorado"
2022,31,"Tarsalis",50,1,20.3337,"Colorado"
2022,31,"Pipiens",3,1,19.50853,"Colorado"
2022,31,"Tarsalis",50,1,19.73291,"Colorado"
2022,32,"Tarsalis",50,1,18.55909,"Colorado"
2022,32,"Tarsalis",50,1,17.32069,"Colorado"
2022,32,"Tarsalis",31,1,19.77606,"Colorado"
2022,32,"Tarsalis",50,1,16.77549,"Colorado"
2022,32,"Tarsalis",50,1,16.84743,"Colorado"
2022,32,"Tarsalis",50,1,16.89372,"Colorado"
2022,32,"Tarsalis",50,1,17.76582,"Colorado"
2022,32,"Pipiens",31,1,19.01106,"Colorado"
2022,32,"Tarsalis",50,1,19.81493,"Colorado"
2022,32,"Tarsalis",50,1,16.82356,"Colorado"
2022,32,"Pipiens",46,1,20.23583,"Colorado"
2022,33,"Tarsalis",50,1,21.60274,"Colorado"
2022,33,"Tarsalis",50,1,21.95003,"Colorado"
2022,33,"Tarsalis",18,1,23.34822,"Colorado"
2022,33,"Tarsalis",50,1,26.07129,"Colorado"
2022,33,"Tarsalis",49,1,26.66755,"Colorado"
2022,33,"Pipiens",33,1,19.09677,"Colorado"
2022,33,"Tarsalis",50,1,20.78308,"Colorado"
2022,33,"Tarsalis",50,1,21.61583,"Colorado"
2022,33,"Pipiens",50,1,25.11468,"Colorado"
2022,33,"Tarsalis",31,1,27.8858,"Colorado"
2022,33,"Tarsalis",43,1,20.52998,"Colorado"
2022,34,"Tarsalis",50,1,18.36365,"Colorado"
2022,34,"Tarsalis",29,1,19.28935,"Colorado"
2022,34,"Tarsalis",50,1,21.29435,"Colorado"
2022,34,"Tarsalis",50,1,21.3457,"Colorado"
2022,34,"Tarsalis",45,1,21.46875,"Colorado"
2022,34,"Tarsalis",13,1,25.20706,"Colorado"
2022,34,"Tarsalis",50,1,19.0633,"Colorado"
2022,34,"Tarsalis",40,1,20.37746,"Colorado"
2022,34,"Tarsalis",16,1,21.78041,"Colorado"
2022,34,"Pipiens",22,1,22.05174,"Colorado"
2022,34,"Pipiens",50,1,27.41744,"Colorado"
2022,34,"Tarsalis",12,1,19.87563,"Colorado"
2022,34,"Tarsalis",2,1,20.71136,"Colorado"
2022,34,"Pipiens",26,1,21.87237,"Colorado"
2022,34,"Tarsalis",31,1,25.62326,"Colorado"
2022,34,"Pipiens",40,1,18.34174,"Colorado"
2022,34,"Pipiens",50,1,19.37218,"Colorado"
2022,34,"Tarsalis",50,1,19.80302,"Colorado"
2022,34,"Pipiens",50,1,20.9524,"Colorado"
2022,34,"Pipiens",10,1,22.09105,"Colorado"
2022,34,"Tarsalis",41,1,27.7033,"Colorado"
2022,34,"Pipiens",50,1,30.13132,"Colorado"
2022,35,"Tarsalis",25,1,18.88342,"Colorado"
2022,35,"Tarsalis",21,1,20.50419,"Colorado"
2022,35,"Pipiens",44,1,26.71008,"Colorado"
2022,35,"Tarsalis",17,1,18.80254,"Colorado"
2022,35,"Tarsalis",25,1,23.79718,"Colorado"
2022,35,"Tarsalis",17,1,17.45819,"Colorado"
2022,35,"Tarsalis",20,1,17.65887,"Colorado"
2022,35,"Tarsalis",9,1,19.18129,"Colorado"
2022,35,"Pipiens",2,1,21.19469,"Colorado"
2022,35,"Pipiens",50,1,25.19796,"Colorado"
2022,35,"Tarsalis",50,1,26.49458,"Colorado"
2022,35,"Pipiens",45,1,27.02983,"Colorado"
2022,35,"Tarsalis",50,1,28.9238,"Colorado"
2022,35,"Pipiens",50,1,33.28368,"Colorado"
2022,35,"Tarsalis",10,1,27.98273,"Colorado"
2022,36,"Tarsalis",35,1,24.08738,"Colorado"
2022,36,"Pipiens",18,1,34.84133,"Colorado"
2022,37,"Pipiens",30,1,23.65821,"Colorado"
2022,37,"Pipiens",50,1,24.19533,"Colorado"
2022,37,"Pipiens",8,1,27.12459,"Colorado"
2023,26,"Tarsalis",50,1,30.12445,"Colorado"
2023,27,"Tarsalis",50,1,34.38247,"Colorado"
2023,27,"Tarsalis",50,1,35.65209,"Colorado"
2023,27,"Tarsalis",50,1,20.03248,"Colorado"
2023,27,"Tarsalis",50,1,21.49467,"Colorado"
2023,27,"Tarsalis",50,1,25.28338,"Colorado"
2023,27,"Tarsalis",9,1,27.20814,"Colorado"
2023,27,"Pipiens",4,1,29.85014,"Colorado"
2023,27,"Tarsalis",50,1,19.27507,"Colorado"
2023,28,"Tarsalis",50,1,24.43436,"Colorado"
2023,28,"Tarsalis",50,1,21.72473,"Colorado"
2023,28,"Tarsalis",50,1,21.81391,"Colorado"
2023,28,"Tarsalis",50,1,22.36346,"Colorado"
2023,28,"Tarsalis",50,1,24.1488,"Colorado"
2023,28,"Tarsalis",50,1,25.08589,"Colorado"
2023,28,"Tarsalis",50,1,26.06531,"Colorado"
2023,28,"Tarsalis",42,1,26.32418,"Colorado"
2023,28,"Tarsalis",50,1,27.19552,"Colorado"
2023,28,"Tarsalis",50,1,31.30484,"Colorado"
2023,28,"Tarsalis",50,1,31.48702,"Colorado"
2023,28,"Tarsalis",50,1,27.18269,"Colorado"
2023,28,"Tarsalis",50,1,33.89494,"Colorado"
2023,28,"Pipiens",50,1,34.85241,"Colorado"
2023,28,"Tarsalis",50,1,17.14758,"Colorado"
2023,28,"Tarsalis",50,1,21.77254,"Colorado"
2023,28,"Tarsalis",50,1,24.76113,"Colorado"
2023,29,"Tarsalis",50,1,19.39,"Colorado"
2023,29,"Tarsalis",50,1,21.69,"Colorado"
2023,29,"Tarsalis",50,1,22.09,"Colorado"
2023,29,"Tarsalis",50,1,23.28,"Colorado"
2023,29,"Tarsalis",42,1,24.03,"Colorado"
2023,29,"Tarsalis",50,1,24.17,"Colorado"
2023,29,"Tarsalis",50,1,25.52,"Colorado"
2023,29,"Tarsalis",50,1,33.87,"Colorado"
2023,29,"Tarsalis",50,1,33.91,"Colorado"
2023,29,"Pipiens",40,1,34.62,"Colorado"
2023,29,"Pipiens",50,1,34.99,"Colorado"
2023,29,"Tarsalis",50,1,35.02,"Colorado"
2023,29,"Pipiens",6,1,35.301,"Colorado"
2023,29,"Tarsalis",50,1,38.33,"Colorado"
2023,29,"Tarsalis",50,1,19.03,"Colorado"
2023,29,"Tarsalis",50,1,24.25,"Colorado"
2023,29,"Tarsalis",50,1,29.02,"Colorado"
2023,29,"Tarsalis",50,1,31.26,"Colorado"
2023,29,"Tarsalis",50,1,32.43,"Colorado"
2023,29,"Tarsalis",50,1,34.73,"Colorado"
2023,29,"Pipiens",6,1,34.9,"Colorado"
2023,29,"Tarsalis",50,1,34.99,"Colorado"
2023,29,"Tarsalis",50,1,35.12,"Colorado"
2023,29,"Tarsalis",50,1,39.25,"Colorado"
2023,29,"Tarsalis",50,1,23.48,"Colorado"
2023,29,"Tarsalis",50,1,29.15,"Colorado"
2023,29,"Tarsalis",32,1,36.87,"Colorado"
2023,29,"Tarsalis",50,1,37.97,"Colorado"
2023,29,"Tarsalis",50,1,14.13,"Colorado"
2023,29,"Tarsalis",50,1,17.78,"Colorado"
2023,29,"Tarsalis",50,1,19.52,"Colorado"
2023,29,"Tarsalis",50,1,22.18,"Colorado"
2023,29,"Pipiens",3,1,25.78,"Colorado"
2023,29,"Tarsalis",50,1,32.83,"Colorado"
2023,29,"Tarsalis",23,1,33.24,"Colorado"
2023,29,"Tarsalis",27,1,34.13,"Colorado"
2023,29,"Pipiens",15,1,35,"Colorado"
2023,30,"Tarsalis",29,1,20.66701,"Colorado"
2023,30,"Tarsalis",50,1,21.89,"Colorado"
2023,30,"Tarsalis",47,1,21.93404,"Colorado"
2023,30,"Tarsalis",50,1,22.39135,"Colorado"
2023,30,"Tarsalis",40,1,24.25507,"Colorado"
2023,30,"Tarsalis",50,1,27.85166,"Colorado"
2023,30,"Tarsalis",50,1,20.17837,"Colorado"
2023,30,"Tarsalis",50,1,20.78486,"Colorado"
2023,30,"Tarsalis",50,1,22.6178,"Colorado"
2023,30,"Tarsalis",50,1,25.59636,"Colorado"
2023,30,"Tarsalis",50,1,28.23706,"Colorado"
2023,30,"Tarsalis",50,1,29.09342,"Colorado"
2023,30,"Tarsalis",30,1,19.74207,"Colorado"
2023,30,"Tarsalis",35,1,20.00228,"Colorado"
2023,30,"Tarsalis",50,1,20.0271,"Colorado"
2023,30,"Tarsalis",50,1,20.10335,"Colorado"
2023,30,"Tarsalis",26,1,21.96243,"Colorado"
2023,30,"Tarsalis",50,1,23.28986,"Colorado"
2023,30,"Pipiens",11,1,24.02165,"Colorado"
2023,30,"Tarsalis",50,1,24.06004,"Colorado"
2023,30,"Tarsalis",50,1,27.02298,"Colorado"
2023,30,"Tarsalis",50,1,28.51576,"Colorado"
2023,30,"Tarsalis",50,1,31.38619,"Colorado"
2023,30,"Tarsalis",50,1,35.08647,"Colorado"
2023,30,"Tarsalis",50,1,18.85311,"Colorado"
2023,30,"Tarsalis",50,1,22.61516,"Colorado"
2023,31,"Pipiens",20,1,17.69729,"Colorado"
2023,31,"Tarsalis",50,1,18.13483,"Colorado"
2023,31,"Pipiens",44,1,18.27794,"Colorado"
2023,31,"Tarsalis",50,1,18.41473,"Colorado"
2023,31,"Tarsalis",50,1,19.47746,"Colorado"
2023,31,"Tarsalis",50,1,21.3309,"Colorado"
2023,31,"Tarsalis",50,1,21.40306,"Colorado"
2023,31,"Tarsalis",50,1,22.47865,"Colorado"
2023,31,"Tarsalis",50,1,23.31713,"Colorado"
2023,31,"Tarsalis",50,1,24.56575,"Colorado"
2023,31,"Tarsalis",29,1,27.65651,"Colorado"
2023,31,"Tarsalis",50,1,33.76834,"Colorado"
2023,31,"Tarsalis",50,1,35.0313,"Colorado"
2023,31,"Tarsalis",50,1,37.28727,"Colorado"
2023,31,"Tarsalis",50,1,37.7975,"Colorado"
2023,31,"Tarsalis",12,1,19.94027,"Colorado"
2023,31,"Tarsalis",45,1,18.54733,"Colorado"
2023,31,"Tarsalis",17,1,18.98341,"Colorado"
2023,31,"Tarsalis",50,1,20.41101,"Colorado"
2023,31,"Pipiens",2,1,23.3479,"Colorado"
2023,31,"Pipiens",7,1,31.07917,"Colorado"
2023,31,"Tarsalis",50,1,18.01202,"Colorado"
2023,31,"Pipiens",8,1,22.01912,"Colorado"
2023,31,"Tarsalis",5,1,36.95082,"Colorado"
2023,32,"Tarsalis",33,1,19.514,"Colorado"
2023,32,"Tarsalis",28,1,20.508,"Colorado"
2023,32,"Tarsalis",36,1,20.889,"Colorado"
2023,32,"Tarsalis",18,1,25.168,"Colorado"
2023,32,"Tarsalis",50,1,25.965,"Colorado"
2023,32,"Tarsalis",50,1,27.718,"Colorado"
2023,32,"Tarsalis",50,1,19.534,"Colorado"
2023,32,"Tarsalis",8,1,20.98,"Colorado"
2023,32,"Tarsalis",42,1,16.59,"Colorado"
2023,32,"Tarsalis",26,1,18.616,"Colorado"
2023,32,"Tarsalis",50,1,18.821,"Colorado"
2023,32,"Tarsalis",50,1,20.277,"Colorado"
2023,32,"Tarsalis",50,1,21.148,"Colorado"
2023,32,"Tarsalis",50,1,23.051,"Colorado"
2023,32,"Tarsalis",50,1,26.936,"Colorado"
2023,32,"Tarsalis",50,1,27.909,"Colorado"
2023,32,"Tarsalis",24,1,29.805,"Colorado"
2023,32,"Tarsalis",50,1,33.787,"Colorado"
2023,32,"Tarsalis",50,1,16.951,"Colorado"
2023,32,"Tarsalis",4,1,16.956,"Colorado"
2023,32,"Pipiens",7,1,26.195,"Colorado"
2023,33,"Tarsalis",50,1,19.05441,"Colorado"
2023,33,"Tarsalis",10,1,22.15735,"Colorado"
2023,33,"Pipiens",50,1,22.60108,"Colorado"
2023,33,"Pipiens",44,1,23.93048,"Colorado"
2023,33,"Tarsalis",25,1,24.93942,"Colorado"
2023,33,"Pipiens",50,1,26.81212,"Colorado"
2023,33,"Pipiens",4,1,30.58875,"Colorado"
2023,33,"Tarsalis",50,1,21.81338,"Colorado"
2023,33,"Tarsalis",7,1,25.76363,"Colorado"
2023,33,"Tarsalis",50,1,30.57478,"Colorado"
2023,33,"Pipiens",18,1,31.30705,"Colorado"
2023,33,"Tarsalis",29,1,24.69083,"Colorado"
2023,33,"Pipiens",11,1,25.67318,"Colorado"
2023,33,"Tarsalis",50,1,26.40086,"Colorado"
2023,33,"Tarsalis",11,1,18.78214,"Colorado"
2023,33,"Pipiens",50,1,19.30367,"Colorado"
2023,33,"Tarsalis",50,1,19.51296,"Colorado"
2023,33,"Pipiens",10,1,32.37275,"Colorado"
2023,33,"Tarsalis",50,1,36.35232,"Colorado"
2023,33,"Tarsalis",18,1,37.64121,"Colorado"
2023,34,"Tarsalis",50,1,19.78537,"Colorado"
2023,34,"Pipiens",28,1,23.31444,"Colorado"
2023,34,"Pipiens",3,1,24.22099,"Colorado"
2023,34,"Pipiens",8,1,32.20164,"Colorado"
2023,34,"Tarsalis",14,1,19.94239,"Colorado"
2023,34,"Pipiens",1,1,25.36768,"Colorado"
2023,34,"Pipiens",26,1,26.9329,"Colorado"
2023,34,"Tarsalis",50,1,19.76885,"Colorado"
2023,34,"Tarsalis",25,1,20.24903,"Colorado"
2023,34,"Tarsalis",21,1,21.67613,"Colorado"
2023,34,"Tarsalis",33,1,22.8377,"Colorado"
2023,34,"Tarsalis",50,1,28.894,"Colorado"
2023,34,"Tarsalis",1,1,35.40343,"Colorado"
2023,34,"Tarsalis",7,1,19.33798,"Colorado"
2023,34,"Pipiens",31,1,20.38312,"Colorado"
2023,34,"Tarsalis",20,1,20.48922,"Colorado"
2023,35,"Tarsalis",50,1,24.4195,"Colorado"
2023,35,"Pipiens",22,1,32.80412,"Colorado"
2023,35,"Tarsalis",29,1,38.58809,"Colorado"
2023,35,"Pipiens",2,1,19.19641,"Colorado"
2023,35,"Tarsalis",8,1,21.89851,"Colorado"
2023,35,"Pipiens",3,1,25.47334,"Colorado"
2023,35,"Tarsalis",27,1,29.66242,"Colorado"
2023,35,"Pipiens",1,1,36.66182,"Colorado"
2023,36,"Pipiens",1,1,16.5632,"Colorado"
2024,28,"Pipiens",2,1,26.48,"Colorado"
2024,29,"Tarsalis",29,1,19.47,"Colorado"
2024,29,"Tarsalis",42,1,27.89,"Colorado"
2024,29,"Tarsalis",50,1,21.86,"Colorado"
2024,29,"Tarsalis",32,1,22.01,"Colorado"
2024,29,"Tarsalis",6,1,19.47,"Colorado"
2024,29,"Tarsalis",2,1,21.46,"Colorado"
2024,29,"Tarsalis",50,1,26.48,"Colorado"
